Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 59,Clc1ccc(c2c1cccc2)F,C10H6ClF,180.61,12,10,0.00,0,1,0,48.92,0.00,2.37,4.27,4.05,4.31,4.03,3.81,-4.27,9.78e-03,5.41e-05,Moderately soluble,-3.98,1.88e-02,1.04e-04,Soluble,-4.97,1.95e-03,1.08e-05,Moderately soluble,Low,Yes,No,Yes,Yes,No,No,No,-4.37,1,1,0,0,2,0.55,0,0,2,1.35
Molecule 60,C[C@@H]1C[C@@H]2CC[C@]1(CC2)[C@H]1CC[C@@H]2[C@@H](C1(C)C)CCC=CCC2,C23H38,314.55,23,0,0.91,1,0,0,103.22,0.00,4.09,8.70,7.00,7.50,5.49,6.56,-7.21,1.96e-05,6.23e-08,Poorly soluble,-8.58,8.29e-07,2.64e-09,Poorly soluble,-4.93,3.68e-03,1.17e-05,Moderately soluble,Low,No,No,Yes,Yes,Yes,No,No,-2.04,1,1,0,1,2,0.55,0,1,1,5.79
Molecule 61,C[C@H]1CC[C@H]2[C@]3(C1)CC[C@@H](C3)CC2,C13H22,178.31,13,0,1.00,0,0,0,58.00,0.00,2.98,5.30,4.00,5.28,3.61,4.23,-4.28,9.26e-03,5.19e-05,Moderately soluble,-5.05,1.59e-03,8.89e-06,Moderately soluble,-2.89,2.30e-01,1.29e-03,Soluble,Low,Yes,No,No,Yes,Yes,No,No,-3.62,1,0,0,0,3,0.55,0,0,2,4.28
Molecule 62,NC(=O)[C@@H]1CCCCC=C1,C8H13NO,139.19,10,0,0.62,1,1,1,40.89,43.09,1.48,1.41,1.22,1.05,0.96,1.22,-1.53,4.15e+00,2.98e-02,Very soluble,-1.92,1.68e+00,1.20e-02,Very soluble,-0.69,2.85e+01,2.05e-01,Soluble,High,Yes,No,No,No,No,No,No,-6.15,0,1,0,0,1,0.55,0,1,1,3.13
Molecule 63,NC(=N)C1=CCC=C(C1O)O,C7H10N2O2,154.17,11,0,0.29,1,3,4,41.73,90.33,0.68,-0.34,0.06,-0.70,-0.60,-0.18,-0.52,4.70e+01,3.05e-01,Very soluble,-1.10,1.24e+01,8.03e-02,Very soluble,0.61,6.31e+02,4.09e+00,Soluble,High,No,No,No,No,No,No,No,-7.48,0,1,0,0,1,0.55,0,2,1,3.48
Molecule 64,O=C1C[C@@]23CCC[C@H]1C[C@H]3C1=C(C2)CC2=C(C1)C(=N)CC2,C19H23NO,281.39,21,0,0.68,0,2,1,85.46,40.92,2.61,1.64,4.36,3.41,4.58,3.32,-2.62,6.78e-01,2.41e-03,Soluble,-2.11,2.17e+00,7.72e-03,Soluble,-4.53,8.25e-03,2.93e-05,Moderately soluble,High,Yes,Yes,No,Yes,Yes,No,No,-6.85,0,0,0,0,0,0.55,0,2,0,5.69
Molecule 65,C1CC[C@@H]2[C@@H](CC1)[C@H]1[C@H]2CCCCC1,C14H24,192.34,14,0,1.00,0,0,0,63.07,0.00,3.24,5.99,4.39,5.54,3.65,4.56,-4.81,3.01e-03,1.56e-05,Moderately soluble,-5.77,3.29e-04,1.71e-06,Moderately soluble,-2.85,2.74e-01,1.43e-03,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.22,1,0,0,0,3,0.55,0,0,2,3.70
Molecule 66,C[C@@H]1CCC[C@@H]2[C@H]1C[C@H]1[C@@H]2[C@@H]([C@@H]([C@H]1C)O)O,C14H24O2,224.34,16,0,1.00,0,2,2,65.39,40.46,2.59,3.09,2.05,2.63,1.40,2.35,-3.18,1.49e-01,6.64e-04,Soluble,-3.61,5.54e-02,2.47e-04,Soluble,-0.99,2.27e+01,1.01e-01,Soluble,High,Yes,No,No,No,No,No,No,-5.47,0,0,0,0,0,0.55,0,0,1,4.00
Molecule 67,CNC(=O)N1[C@@H](C)C[C@@H]2[C@H]1CCN2,C9H17N3O,183.25,13,0,0.89,2,2,2,58.07,44.37,1.91,-0.05,-0.61,0.56,-0.33,0.30,-0.81,2.82e+01,1.54e-01,Very soluble,-0.43,6.79e+01,3.71e-01,Very soluble,-1.01,1.78e+01,9.73e-02,Soluble,High,No,No,No,No,No,No,No,-7.45,0,1,0,0,1,0.55,0,0,1,2.99
Molecule 68,OC[C@H]1C=c2ccccc2=C[C@H]2[C@H]1C(=O)OCO2,C14H14O4,246.26,18,6,0.36,1,4,1,64.88,55.76,1.95,0.82,-0.61,1.51,1.58,1.05,-2.06,2.12e+00,8.63e-03,Soluble,-1.57,6.58e+00,2.67e-02,Very soluble,-2.38,1.02e+00,4.15e-03,Soluble,High,No,No,No,No,No,No,No,-7.22,0,1,0,0,0,0.55,0,0,1,4.27
Molecule 69,C[C@H]([C@H]1C=CO[C@H]2[C@@H]1CCCO2)C[C@@H]1CCC[C@H]1O,C16H26O3,266.38,19,0,0.88,3,3,1,75.54,38.69,3.07,2.99,3.09,2.52,2.39,2.81,-3.18,1.77e-01,6.65e-04,Soluble,-3.47,9.10e-02,3.42e-04,Soluble,-1.61,6.49e+00,2.44e-02,Soluble,High,Yes,No,No,No,No,No,No,-5.80,0,0,0,0,0,0.55,0,0,0,5.20
Molecule 70,CN1N=CC=C2C1Cc1nc(C)[nH]n3c1[C@@H](C2)CC3,C14H19N5,257.33,19,6,0.57,0,2,1,82.21,49.21,1.91,1.20,0.98,1.57,1.53,1.44,-2.43,9.67e-01,3.76e-03,Soluble,-1.83,3.81e+00,1.48e-02,Very soluble,-2.17,1.74e+00,6.75e-03,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.02,0,0,0,0,0,0.55,0,0,0,4.31
Molecule 71,C1CC2[C@@]3(C1)CC[C@@H]1[C@H](C3)[C@H](C2)C1,C13H20,176.30,13,0,1.00,0,0,0,55.89,0.00,2.85,4.80,3.61,5.28,3.40,3.99,-3.96,1.95e-02,1.10e-04,Soluble,-4.53,5.18e-03,2.94e-05,Moderately soluble,-2.54,5.06e-01,2.87e-03,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-3.97,1,0,0,0,2,0.55,0,0,2,4.34
Molecule 72,NOc1ccc2c(c1)CN=CC2,C9H10N2O,162.19,12,6,0.22,1,3,1,50.47,47.61,1.59,0.19,0.53,0.98,1.88,1.04,-1.27,8.72e+00,5.38e-02,Very soluble,-0.75,2.90e+01,1.79e-01,Very soluble,-2.41,6.28e-01,3.87e-03,Soluble,High,Yes,No,No,No,No,No,No,-7.15,0,0,0,0,1,0.55,0,1,1,2.51
Molecule 73,O=C1O[C@H]2[C@@](C1)(CCC2)OC1CCCCC1,C13H20O3,224.30,16,0,0.92,2,3,0,60.67,35.53,2.59,2.28,2.57,2.15,2.79,2.48,-2.54,6.54e-01,2.92e-03,Soluble,-2.66,4.87e-01,2.17e-03,Soluble,-2.39,9.12e-01,4.06e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.05,0,0,0,0,0,0.55,0,0,1,3.52
Molecule 74,O[C@H]1C[C@@]2(O)CCC[C@@H]1CC2,C9H16O2,156.22,11,0,1.00,0,2,2,43.51,40.46,1.80,0.76,1.06,1.22,1.36,1.24,-1.29,8.06e+00,5.16e-02,Very soluble,-1.19,1.01e+01,6.46e-02,Very soluble,-0.74,2.84e+01,1.82e-01,Soluble,High,Yes,No,No,No,No,No,No,-6.71,0,1,0,0,1,0.55,0,0,1,3.74
Molecule 75,NC(=N)[C@H]1CCCCCN1,C7H15N3,141.21,10,0,0.86,1,2,3,46.66,61.90,1.14,0.07,0.07,0.35,0.60,0.45,-0.69,2.86e+01,2.02e-01,Very soluble,-0.92,1.68e+01,1.19e-01,Very soluble,-1.08,1.19e+01,8.39e-02,Soluble,High,No,No,No,No,No,No,No,-7.11,0,1,0,0,1,0.55,0,2,1,2.51
Molecule 76,CCC[C@H]([C@@H]1CC(=O)[C@H]2[C@@]31CC[C@@H](CS3)[C@H]([C@@H]2O)O)[C@@H]1CCCC[C@@H](C(=O)C1=O)C(=N)F,C24H34FNO5S,467.59,32,0,0.83,5,7,3,123.22,140.82,1.14,0.07,3.54,0.35,0.60,0.45,-0.69,2.86e+01,2.02e-01,Very soluble,-0.92,1.68e+01,1.19e-01,Very soluble,-1.08,1.19e+01,8.39e-02,Soluble,High,No,No,No,No,No,No,No,-7.11,0,1,0,0,1,0.55,0,2,1,2.51
Molecule 77,OC(=O)[C@@H]1[C@H](C[C@@H]([C@H]2[C@H]1NC[C@@H]2C)C)[C@@H](O)C,C13H23NO3,241.33,17,0,0.92,2,4,3,70.03,69.56,1.84,-1.13,0.57,1.30,0.56,0.63,-0.49,7.77e+01,3.22e-01,Very soluble,0.16,3.49e+02,1.45e+00,Highly soluble,-0.78,3.98e+01,1.65e-01,Soluble,High,No,Yes,No,No,No,No,No,-8.57,0,0,0,0,0,0.55,0,0,1,3.66
Molecule 78,CC[C@@H]1CC[C@@H]2[C@H](C1)[C@H]1OCN[C@@H]3[C@H]1[C@@]2(O)CCC3,C16H27NO2,265.39,19,0,1.00,1,3,2,79.57,41.49,2.76,2.61,1.91,2.66,1.98,2.38,-3.06,2.29e-01,8.64e-04,Soluble,-3.13,1.96e-01,7.40e-04,Soluble,-2.38,1.12e+00,4.22e-03,Soluble,High,Yes,Yes,No,No,No,No,No,-6.07,0,0,0,0,0,0.55,0,0,0,4.76
Molecule 79,O[C@H]1CCCC[C@H]1C(=O)C,C8H14O2,142.20,10,0,0.88,1,2,1,39.82,37.30,1.48,1.24,1.13,0.76,1.36,1.19,-1.44,5.20e+00,3.66e-02,Very soluble,-1.62,3.40e+00,2.39e-02,Very soluble,-0.82,2.14e+01,1.51e-01,Soluble,High,Yes,No,No,No,No,No,No,-6.29,0,2,0,0,1,0.55,0,0,1,2.33
Molecule 80,F[C@@H]1CC[C@H]2N(C1)C(=O)CC2,C8H12FNO,157.19,11,0,0.88,0,2,0,43.40,20.31,1.68,0.75,1.15,1.32,1.38,1.26,-1.29,8.12e+00,5.16e-02,Very soluble,-0.76,2.76e+01,1.75e-01,Very soluble,-1.13,1.17e+01,7.45e-02,Soluble,High,Yes,No,No,No,No,No,No,-6.73,0,1,0,0,1,0.55,0,0,1,2.52
Molecule 81,C1CC=C2C(=CC1)NCN2,C8H12N2,136.19,10,0,0.50,0,0,2,48.83,24.06,1.48,1.99,0.33,1.05,1.27,1.22,-1.94,1.57e+00,1.15e-02,Very soluble,-2.12,1.03e+00,7.56e-03,Soluble,-1.67,2.90e+00,2.13e-02,Soluble,High,No,No,No,No,No,No,No,-5.72,0,1,0,0,1,0.55,0,0,1,3.21
Molecule 82,O[C@@H]1CC[C@@H]2[C@H](N1C)CCC2,C9H17NO,155.24,11,0,1.00,0,2,1,49.12,23.47,2.27,1.40,0.82,1.62,0.85,1.39,-1.68,3.21e+00,2.07e-02,Very soluble,-1.50,4.94e+00,3.19e-02,Very soluble,-0.54,4.48e+01,2.88e-01,Soluble,High,Yes,No,No,No,No,No,No,-6.25,0,1,0,0,1,0.55,0,0,1,2.55
Molecule 83,CO[C@]12C[C@@]3([C@@H]([C@H]2CO3)Cc2c1cccc2)O,C14H16O3,232.28,17,6,0.57,1,3,1,62.13,38.69,2.09,1.03,1.33,1.81,2.32,1.72,-2.12,1.75e+00,7.51e-03,Soluble,-1.43,8.58e+00,3.69e-02,Very soluble,-3.15,1.66e-01,7.14e-04,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.99,0,0,0,0,0,0.55,0,0,1,3.85
Molecule 84,CC[C@@H](C1C=CCC(=C1)O)CO,C10H16O2,168.23,12,0,0.60,3,2,2,49.86,40.46,2.02,1.79,2.02,1.27,1.30,1.68,-1.81,2.59e+00,1.54e-02,Very soluble,-2.26,9.28e-01,5.52e-03,Soluble,-0.69,3.45e+01,2.05e-01,Soluble,High,Yes,No,No,No,No,No,No,-6.06,0,0,0,0,1,0.55,0,1,1,3.86
Molecule 85,COc1c(ccc(c1N(O)C)C)N=N[C@@]1(CC)CC=NC2=CC=CC=CC12,C21H26N4O2,366.46,27,6,0.38,5,5,1,112.69,69.78,3.68,3.79,4.78,2.59,3.55,3.68,-4.33,1.70e-02,4.63e-05,Moderately soluble,-4.95,4.12e-03,1.12e-05,Moderately soluble,-4.06,3.18e-02,8.67e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,No,Yes,-5.84,0,0,0,0,0,0.55,1,2,2,4.90
Molecule 86,C1C[C@@H]2CCO[C@H](C1)CC2,C9H16O,140.22,10,0,1.00,0,1,0,42.23,9.23,2.28,2.28,2.36,2.15,2.53,2.32,-2.15,1.00e+00,7.15e-03,Soluble,-2.11,1.09e+00,7.74e-03,Soluble,-1.63,3.29e+00,2.35e-02,Soluble,High,Yes,No,No,No,No,No,No,-5.54,0,1,0,0,2,0.55,0,0,1,3.50
Molecule 87,N1CCc2c(CC1)cccc2,C10H13N,147.22,11,6,0.40,0,1,1,50.59,12.03,2.07,1.79,0.99,2.10,2.75,1.94,-2.28,7.65e-01,5.20e-03,Soluble,-1.66,3.21e+00,2.18e-02,Very soluble,-3.54,4.29e-02,2.91e-04,Soluble,High,No,No,No,No,No,No,No,-5.93,0,1,0,0,2,0.55,0,0,1,1.48
Molecule 88,O=C1N[C@@H]2C[C@H]3[C@@](C1)(O)CCC[C@H]1[C@]([C@@H]3[C@H](CC[C@H]2C(C)C)C)(C)CCC1,C24H41NO2,375.59,27,0,0.96,1,2,2,116.88,49.33,3.68,5.78,4.54,4.32,4.05,4.47,-5.74,6.77e-04,1.80e-06,Moderately soluble,-6.59,9.77e-05,2.60e-07,Poorly soluble,-4.65,8.37e-03,2.23e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.49,1,0,0,0,1,0.55,0,0,2,5.06
Molecule 89,COC(=O)CO[C@@H]1[C@H](O)[C@@H](O)[C@H]([C@@H]2[C@@H]1CC1=CC=CCC1=C2)O,C17H22O6,322.35,23,0,0.59,4,6,3,81.92,96.22,2.56,-0.13,0.09,0.38,-0.18,0.54,-1.49,1.04e+01,3.22e-02,Very soluble,-1.44,1.18e+01,3.66e-02,Very soluble,0.11,4.14e+02,1.29e+00,Soluble,High,No,Yes,No,No,No,No,No,-8.36,0,0,0,0,0,0.55,0,0,0,5.34
Molecule 90,N[C@@H]1CCCC[C@@H]2[C@@H]1CCC2,C10H19N,153.26,11,0,1.00,0,1,1,48.66,26.02,2.40,2.65,2.30,2.45,1.92,2.34,-2.46,5.32e-01,3.47e-03,Soluble,-2.85,2.18e-01,1.42e-03,Soluble,-1.59,3.95e+00,2.58e-02,Soluble,High,Yes,No,No,No,No,No,No,-5.35,0,1,0,0,2,0.55,0,0,1,2.48
Molecule 91,O[C@H]1CCN2[C@@H](C1)O[C@H](C2)[C@H]1CCC[C@@H]1O,C12H21NO3,227.30,16,0,1.00,1,4,2,63.68,52.93,2.28,0.47,-0.05,0.77,0.28,0.75,-1.48,7.54e+00,3.32e-02,Very soluble,-1.15,1.61e+01,7.07e-02,Very soluble,0.01,2.33e+02,1.03e+00,Soluble,High,No,No,No,No,No,No,No,-7.35,0,0,0,0,0,0.55,0,0,1,4.27
Molecule 92,S=C1CCCC[C@H]2[C@H]1CCCN2,C10H17NS,183.31,12,0,0.90,0,1,1,60.46,44.12,2.39,1.51,1.92,2.30,3.51,2.33,-1.93,2.16e+00,1.18e-02,Very soluble,-2.04,1.65e+00,9.02e-03,Soluble,-2.34,8.40e-01,4.58e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.35,0,0,0,0,1,0.55,1,1,1,2.85
Molecule 93,O=C1[C@H](CCC2C1C=CCC=C2)N[C@]([C@H]1COCC1)(O)C,C17H25NO3,291.39,21,0,0.71,3,4,2,81.83,58.56,2.21,1.77,1.80,1.70,1.50,1.80,-2.56,7.96e-01,2.73e-03,Soluble,-2.62,7.03e-01,2.41e-03,Soluble,-1.72,5.54e+00,1.90e-02,Soluble,High,Yes,Yes,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,2,0,4.59
Molecule 94,OC[C@@H]1[C@@H](O)CCCC[C@@H]2C[C@@]1(C)[C@@H](C2)C(=O)O,C14H24O4,256.34,18,0,0.93,2,4,3,69.02,77.76,1.76,2.42,1.65,1.56,1.22,1.72,-2.82,3.86e-01,1.51e-03,Soluble,-3.70,5.17e-02,2.02e-04,Soluble,-1.02,2.44e+01,9.51e-02,Soluble,High,No,No,No,No,No,No,No,-6.15,0,0,0,0,0,0.56,0,0,0,4.85
Molecule 95,OC[C@H]1C(=O)[C@@H](CN1C(CC)(O)O)N,C8H16N2O4,204.22,14,0,0.88,3,6,4,51.70,107.02,1.00,-1.49,-2.77,-1.81,-1.75,-1.36,0.03,2.19e+02,1.07e+00,Highly soluble,-0.25,1.14e+02,5.59e-01,Very soluble,1.08,2.45e+03,1.20e+01,Soluble,Low,No,No,No,No,No,No,No,-8.60,0,1,0,0,0,0.55,0,1,1,2.85
Molecule 96,Oc1ccc(c(c1)C)O,C7H8O2,124.14,9,6,0.14,0,2,2,35.45,40.46,1.25,0.91,1.41,1.15,1.35,1.21,-1.68,2.62e+00,2.11e-02,Very soluble,-1.35,5.61e+00,4.52e-02,Very soluble,-1.59,3.19e+00,2.57e-02,Soluble,High,Yes,No,No,No,No,No,Yes,-6.41,0,3,0,0,1,0.55,0,1,1,1.00
Molecule 97,CC[C@@H]1C=CC2=C(N1C)CNC2,C10H16N2,164.25,12,0,0.60,1,1,1,58.54,15.27,2.17,0.71,0.36,1.27,1.18,1.14,-1.24,9.46e+00,5.76e-02,Very soluble,-0.61,4.04e+01,2.46e-01,Very soluble,-1.65,3.69e+00,2.24e-02,Soluble,Low,No,No,No,No,No,No,No,-6.80,0,0,0,0,1,0.55,0,0,1,4.11
Molecule 98,C[C@H]1C=CC[C@@H](C1)C(=O)C,C9H14O,138.21,10,0,0.67,1,1,0,42.99,17.07,2.09,1.76,2.18,1.89,1.92,1.97,-1.74,2.52e+00,1.82e-02,Very soluble,-1.74,2.54e+00,1.84e-02,Very soluble,-1.31,6.74e+00,4.88e-02,Soluble,High,Yes,No,No,No,No,No,No,-5.89,0,1,0,0,2,0.55,0,1,1,3.46
Molecule 99,C1CCCC2=C(CCC1)CNN2,C10H18N2,166.26,12,0,0.80,0,1,2,58.92,24.06,2.10,2.49,1.33,2.19,2.10,2.04,-2.44,6.04e-01,3.63e-03,Soluble,-2.64,3.81e-01,2.29e-03,Soluble,-2.72,3.15e-01,1.90e-03,Soluble,High,Yes,No,No,No,No,No,No,-5.55,0,0,0,0,1,0.55,0,0,1,3.62
Molecule 100,CN1CCN=C2[C@H]1C(=O)[C@@H]1[C@@H](C2)CC1,C11H16N2O,192.26,14,0,0.82,0,3,0,62.67,32.67,1.94,0.44,-0.02,0.68,1.88,0.98,-1.31,9.43e+00,4.91e-02,Very soluble,-0.69,3.89e+01,2.02e-01,Very soluble,-1.61,4.76e+00,2.48e-02,Soluble,High,No,No,No,No,No,No,No,-7.16,0,0,0,0,1,0.55,0,0,1,3.94
